REF ID,Website Name,Website URL,State,External Resouce type,Level,Category of External Resource,Authors,Attribution,,MeSH tags,Notes,,,,,,,,,,
CD003572,Cochrane Systematic Review: Short acting beta2-agonists for bronchiectasis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD003572,pending,Systematic_review,level 4,individual page on a site,"Franco F, Sheikh A, Greenstone M.",Cochrane,,"Bronchiectasis,",Airways,bronchiectasis,,,,,,,,,
CD002873,Cochrane Systematic Review: Short acting beta2-agonists for recurrent wheeze in children under two years of age,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002873,pending,Systematic_review,level 4,individual page on a site,"Chavasse R, Seddon P, Bara A, McKean M.",Cochrane,,,Airways,recurrent wheeze,,,,,,,,,
CD008695,Cochrane Systematic Review: Short courses of antibiotics for children and adults with bronchiectasis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD008695,pending,Systematic_review,level 4,individual page on a site,"Wurzel D, Marchant JM, Yerkovich ST, Upham JW, Masters IB, Chang AB.",Cochrane,,"Bronchiectasis,",Airways,bronchiectasis,,,,,,,,,
CD009039,Cochrane Systematic Review: The effect of adding inhaled corticosteroids to tiotropium and long-acting beta2-agonists for chronic obstructive pulmonary disease,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD009039,pending,Systematic_review,level 4,individual page on a site,"Karner C, Cates CJ.",Cochrane,,"Pulmonary Disease, Chronic Obstructive,",Airways,chronic obstructive pulmonary disease,,,,,,,,,
CD000993,Cochrane Systematic Review: Vitamin C supplementation for asthma,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD000993,pending,Systematic_review,level 4,individual page on a site,"Kaur B, Rowe BH, Arnold E.",Cochrane,,"Asthma,",Airways,asthma,,,,,,,,,
CD005306,Cochrane Systematic Review: Written action plans for asthma in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD005306,pending,Systematic_review,level 4,individual page on a site,"Bhogal S, Zemek R, Ducharme FM.",Cochrane,,"Asthma,",Airways,asthma,,,,,,,,,
CD002171,Cochrane Systematic Review: Written individualised management plans for asthma in children and adults,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002171,pending,Systematic_review,level 4,individual page on a site,"Toelle B, Ram FS.",Cochrane,,"Asthma,",Airways,asthma,,,,,,,,,
CD000105,Cochrane Systematic Review: High protein supplementation in pregnancy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD000105,pending,Systematic_review,level 4,individual page on a site, Kramer MS,Cochrane,,"Pregnancy,",Pregnancy and childbirth,pregnancy,,,,,,,,,
CD000117,Cochrane Systematic Review: Iron supplementation in pregnancy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD000117,pending,Systematic_review,level 4,individual page on a site, Mahomed K,Cochrane,,"Pregnancy,",Pregnancy and childbirth,pregnancy,,,,,,,,,
CD000118,Cochrane Systematic Review: Isocaloric balanced protein supplementation in pregnancy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD000118,pending,Systematic_review,level 4,individual page on a site, Kramer MS,Cochrane,,"Pregnancy,",Pregnancy and childbirth,pregnancy,,,,,,,,,
CD000149,Cochrane Systematic Review: Nutritional advice in pregnancy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD000149,pending,Systematic_review,level 4,individual page on a site, Kramer MS,Cochrane,,"Pregnancy,",Pregnancy and childbirth,pregnancy,,,,,,,,,
CD000179,Cochrane Systematic Review: Pyridoxine (vitamin B6) supplementation in pregnancy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD000179,pending,Systematic_review,level 4,individual page on a site," Thaver D, Saeed MA, Bhutta ZA",Cochrane,,"Pregnancy,",Pregnancy and childbirth,pregnancy,,,,,,,,,
CD000183,Cochrane Systematic Review: Folate supplementation in pregnancy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD000183,pending,Systematic_review,level 4,individual page on a site, Mahomed K,Cochrane,,"Pregnancy,",Pregnancy and childbirth,pregnancy,,,,,,,,,
CD000196,Cochrane Systematic Review: Corticosteroids for acute traumatic brain injury,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD000196,pending,Systematic_review,level 4,individual page on a site,"Alderson P, Roberts I.",Cochrane,,,Injuries,acute traumatic brain injury,brain injury,,,,,,,,Severe Head Injury
CD000215,Cochrane Systematic Review: Anthelmintics for people with neurocysticercosis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD000215,pending,Systematic_review,level 4,individual page on a site," Abba K, Ramaratnam S, Ranganathan LN",Cochrane,,"Communicable Diseases,Neurocysticercosis,Brain Diseases,Neurocysticercosis,",Infectious diseases,neurocysticercosis,brain disease,neurocysticercosis,,,,,,,
CD000217,Cochrane Systematic Review: Drugs for treating giardiasis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD000217,pending,Systematic_review,level 4,individual page on a site," Zaat JO, Mank TH, Assendelft WJ",Cochrane,,"Communicable Diseases,Giardiasis,",Infectious diseases,giardiasis,,,,,,,,,
CD000228,Cochrane Systematic Review: Vitamin D supplementation in pregnancy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD000228,pending,Systematic_review,level 4,individual page on a site," Mahomed K, G_lmezoglu AM",Cochrane,,"Pregnancy,",Pregnancy and childbirth,pregnancy,,,,,,,,,
CD000229,Cochrane Systematic Review: Vitamin K prior to preterm birth for preventing neonatal periventricular haemorrhage,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD000229,pending,Systematic_review,level 4,individual page on a site," Crowther CA, Crosby DD, Henderson-Smart DJ",Cochrane,,"Cerebral Hemorrhage,Obstetric Labor, Premature,",Pregnancy and childbirth,neonatal periventricular haemorrhage,cerebral hemorrhage,developmental disability,premature obstetric labor,,,,,,
CD000230,Cochrane Systematic Review: Zinc supplementation for improving pregnancy and infant outcome,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD000230,pending,Systematic_review,level 4,individual page on a site," Mori R, Ota E, Middleton P, Tobe-Gai R, Mahomed K, Bhutta ZA",Cochrane,,"Pregnancy,Infant, Low Birth Weight,Premature Birth,",Pregnancy and childbirth,pregnancy,low birth weight,premature birth,,,,,,,
CD000256,Cochrane Systematic Review: Artemisinin derivatives for treating uncomplicated malaria,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD000256,pending,Systematic_review,level 4,individual page on a site," McIntosh HM, Olliaro P",Cochrane,,"Communicable Diseases,Malaria,",Infectious diseases,uncomplicated malaria,malaria,,,,,,,,
CD000320,Cochrane Systematic Review: Interventions for treating scabies,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD000320,pending,Systematic_review,level 4,individual page on a site," Strong M, Johnstone P",Cochrane,,"Communicable Diseases,Scabies,",Infectious diseases,scabies,,,,,,,,,
CD000386,Cochrane Systematic Review: Chloroquine or amodiaquine combined with sulfadoxine-pyrimethamine for treating uncomplicated malaria,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD000386,pending,Systematic_review,level 4,individual page on a site," McIntosh HM, Jones KL",Cochrane,,"Communicable Diseases,Malaria,",Infectious diseases,uncomplicated malaria,malaria,,,,,,,,
CD000406,Cochrane Systematic Review: Oral calorie supplements for cystic fibrosis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD000406,pending,Systematic_review,level 4,individual page on a site," Smyth RL, Walters S",Cochrane,,"Cystic Fibrosis,Child Nutrition Disorders,",Cystic fibrosis and genetic disorders,cystic fibrosis,child nutrition disorder,,,,,,,,
CD000526,Cochrane Systematic Review: Interventions for treating tuberculous pericarditis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD000526,pending,Systematic_review,level 4,individual page on a site," Mayosi BM, Ntsekhe M, Volmink JA, Commerford PJ",Cochrane,,"Communicable Diseases,",Infectious diseases,tuberculous peridarditis,,,,,,,,,
CD000527,Cochrane Systematic Review: Artemisinin derivatives for treating severe malaria,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD000527,pending,Systematic_review,level 4,individual page on a site," McIntosh HM, Olliaro P",Cochrane,,"Communicable Diseases,Malaria,",Infectious diseases,severe malaria,malaria,,,,,,,,
CD000528,Cochrane Systematic Review: Drugs for treating Schistosoma mansoni infection,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD000528,pending,Systematic_review,level 4,individual page on a site," Danso-Appiah A, Olliaro PL, Donegan S, Sinclair D, Utzinger J",Cochrane,,"Communicable Diseases,Schistosomiasis mansoni,",Infectious diseases,Schistosoma mansoni infection,,,,,,,,,
CD000566,Cochrane Systematic Review: Hyperventilation therapy for acute traumatic brain injury,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD000566,pending,Systematic_review,level 4,individual page on a site," Schierhout G, Roberts I",Cochrane,,"Hyperventilation,Respiration, Artificial,",Injuries,acute traumatic brain injury,hyperventilation,artificial respiration,brain injury,,,,,,Severe Head Injury
CD000567,Cochrane Systematic Review: Colloids versus crystalloids for fluid resuscitation in critically ill patients,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD000567,pending,Systematic_review,level 4,individual page on a site," Perel P, Roberts I, Ker K",Cochrane,,"Critical Illness,",Injuries,critical illness,,,,,,,,,
CD000972,Cochrane Systematic Review: Steroids for treating cerebral malaria,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD000972,pending,Systematic_review,level 4,individual page on a site," Prasad K, Garner P",Cochrane,,"Communicable Diseases,Malaria, Cerebral,Malaria,",Infectious diseases,cerebral malaria,malaria,,,,,,,,
CD001030,Cochrane Systematic Review: Carbamazepine versus valproate monotherapy for epilepsy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001030,pending,Systematic_review,level 4,individual page on a site," Marson AG, Williamson PR, Hutton JL, Clough HE, Chadwick DW",Cochrane,,"Epilepsy,Epilepsy,",Epilepsy,refractory epilepsy,epilepsy,,,,,,,,
CD001031,Cochrane Systematic Review: Lamotrigine versus carbamazepine monotherapy for epilepsy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001031,pending,Systematic_review,level 4,individual page on a site," Gamble CL, Williamson PR, Marson AG",Cochrane,,"Epilepsy,Epilepsy,Epilepsies, Partial,Epilepsy, Generalized,",Epilepsy,epilepsy,partial epilepsies,generalized epilepsy,,,,,,,
CD001046,Cochrane Systematic Review: Steroids for acute spinal cord injury,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001046,pending,Systematic_review,level 4,individual page on a site, Bracken MB,Cochrane,,"Spinal Cord Injuries,",Injuries,acute spinal cord injury,spinal cord injury,,,,,,,,
CD001131,Cochrane Systematic Review: Pharmacological interventions for spasticity following spinal cord injury,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001131,pending,Systematic_review,level 4,individual page on a site," Taricco M, Adone R, Pagliacci C, Telaro E",Cochrane,,"Spinal Cord Injuries,Spasm,",Injuries,spinal cord injury,spasm,,,,,,,,
CD001135,Cochrane Systematic Review: Iron and folate supplementation in pregnancy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001135,pending,Systematic_review,level 4,individual page on a site, Mahomed K,Cochrane,,"Pregnancy,",Pregnancy and childbirth,pregnancy,,,,,,,,,
CD001165,Cochrane Systematic Review: Interventions for treating head lice,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001165,pending,Systematic_review,level 4,individual page on a site, Dodd CS,Cochrane,,"Communicable Diseases,Pediculus,",Infectious diseases,head lice,,,,,,,,,
CD001167,Cochrane Systematic Review: Antimicrobials for treating symptomatic non-typhoidal Salmonella infection,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001167,pending,Systematic_review,level 4,individual page on a site,"Onwuezobe IA, Oshun PO, Odigwe CC",Cochrane,,"Communicable Diseases,Diarrhea,Gastroenteritis,Salmonella Infections,",Infectious diseases,non-typhoidal Salmonella infection,diarrhea,gastroenteritis,gastrointestinal disease,salmonella infection,,,,,
CD001213,Cochrane Systematic Review: Interventions for guttate psoriasis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001213,pending,Systematic_review,level 4,individual page on a site," Chalmers RJ, O'Sullivan T, Owen CM, Griffiths CE",Cochrane,,"Skin,Psoriasis,",Skin,guttate psoriasis,psoriasis,,,,,,,,
CD001264,Cochrane Systematic Review: Rice-based oral rehydration solution for treating diarrhoea,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001264,pending,Systematic_review,level 4,individual page on a site," Fontaine O, Gore SM, Pierce NF",Cochrane,,"Communicable Diseases,",Infectious diseases,diarrhoea,,,,,,,,,
CD001322,Cochrane Systematic Review: Cranberries for treating urinary tract infections,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001322,pending,Systematic_review,level 4,individual page on a site," Jepson RG, Mihaljevic L, Craig J",Cochrane,,"Urinary Tract Infections,",Renal,urinary tract infection,,,,,,,,,
CD001402,Cochrane Systematic Review: Newborn screening for cystic fibrosis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001402,pending,Systematic_review,level 4,individual page on a site," Southern KW, M_relle MM, Dankert-Roelse JE, Nagelkerke AD",Cochrane,,"Cystic Fibrosis,",Cystic fibrosis and genetic disorders,cystic fibrosis,,,,,,,,,
CD001429,Cochrane Systematic Review: Emergency intubation for acutely ill and injured patients,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001429,pending,Systematic_review,level 4,individual page on a site," Lecky F, Bryden D, Little R, Tong N, Moulton C",Cochrane,,"Acute Disease,Airway Obstruction,Wounds and Injuries,",Injuries,acute disease,airway obstruction,heart arrest,wound,injury,,,,,Multi-system trauma
CD001434,Cochrane Systematic Review: Topical treatments for fungal infections of the skin and nails of the foot.,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001434,pending,Systematic_review,level 4,individual page on a site," Crawford F, Hollis S",Cochrane,,"Skin,Foot Dermatoses,Onychomycosis,",Skin,fungal infection,foot dermatoses,onychomycosis,,,,,,,
CD001446,Cochrane Systematic Review: Corticosteroids for Guillain-Barr_ syndrome,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001446,pending,Systematic_review,level 4,individual page on a site," Hughes RA, van Doorn PA",Cochrane,,"Neuromuscular Diseases,Guillain-Barre Syndrome,",Neuromuscular disease,Guillain-Barre syndrome,,,,,,,,,
CD001474,Cochrane Systematic Review: Iron-chelating agents for treating malaria,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001474,pending,Systematic_review,level 4,individual page on a site," Smith HJ, Meremikwu M",Cochrane,,"Communicable Diseases,Malaria,",Infectious diseases,malaria,,,,,,,,,
CD001475,Cochrane Systematic Review: Blood transfusion for treating malarial anaemia,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001475,pending,Systematic_review,level 4,individual page on a site," Meremikwu M, Smith HJ",Cochrane,,"Communicable Diseases,Blood Transfusion,Anemia,Malaria,",Infectious diseases,malarial anaemia,blood transfusion,anemia,malaria,,,,,,
CD001505,Cochrane Systematic Review: Oral non-steroidal anti-inflammatory drug therapy for lung disease in cystic fibrosis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001505,pending,Systematic_review,level 4,individual page on a site," Lands LC, Stanojevic S",Cochrane,,"Lung Diseases,Cystic Fibrosis,",Cystic fibrosis and genetic disorders,lung disease,cystic fibrosis,,,,,,,,
CD001506,Cochrane Systematic Review: Nebulised hypertonic saline for cystic fibrosis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001506,pending,Systematic_review,level 4,individual page on a site," Wark P, McDonald VM",Cochrane,,"Cystic Fibrosis,",Cystic fibrosis and genetic disorders,cystic fibrosis,,,,,,,,,
CD001524,Cochrane Systematic Review: Yoga for epilepsy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001524,pending,Systematic_review,level 4,individual page on a site," Ramaratnam S, Sridharan K",Cochrane,,"Epilepsy,Epilepsy,",Epilepsy,epilepsy,,,,,,,,,
CD001532,Cochrane Systematic Review: Interventions for primary vesicoureteric reflux,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001532,pending,Systematic_review,level 4,individual page on a site," Nagler EV, Williams G, Hodson EM, Craig JC",Cochrane,,"Fever,Urinary Tract Infections,Vesico-Ureteral Reflux,",Renal,primary vesicoureteric reflux,fever,urinary tract infection,vesico-ureteral reflux,,,,,,
CD001533,Cochrane Systematic Review: Corticosteroid therapy for nephrotic syndrome in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001533,pending,Systematic_review,level 4,individual page on a site," Hodson EM, Willis NS, Craig JC",Cochrane,,"Nephrotic Syndrome,",Renal,nephrotic syndrome,,,,,,,,,
CD001541,Cochrane Systematic Review: Interventions for ingrowing toenails,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001541,pending,Systematic_review,level 4,individual page on a site," Eekhof JA, Van Wijk B, Knuistingh Neven A, van der Wouden JC",Cochrane,,"Skin,Nails, Ingrown,",Skin,ingrown toenail,ingrown nail,,,,,,,,
CD001738,Cochrane Systematic Review: Antibiotic prophylaxis for mammalian bites,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001738,pending,Systematic_review,level 4,individual page on a site," Medeiros I, Saconato H",Cochrane,,"Bites and Stings,Wound Infection,",Wounds,mammalian bite,bite,sting,wound infection,,,,,,
CD001769,Cochrane Systematic Review: Phenytoin versus valproate monotherapy for partial onset seizures and generalised onset tonic-clonic seizures,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001769,pending,Systematic_review,level 4,individual page on a site," Nolan SJ, Marson AG, Pulman J, Tudur Smith C",Cochrane,,"Epilepsy,Epilepsies, Partial,Seizures,",Epilepsy,partial onset seizure,generalized onset tonic-clonic seizure,partial epilepsies,seizure,,,,,,
CD001770,Cochrane Systematic Review: Treatment of infantile spasms,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001770,pending,Systematic_review,level 4,individual page on a site," Hancock EC, Osborne JP, Edwards SW",Cochrane,,"Epilepsy,Spasms, Infantile,",Epilepsy,infantile spasm,,,,,,,,,
CD001781,Cochrane Systematic Review: Topical treatments for cutaneous warts,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001781,pending,Systematic_review,level 4,individual page on a site," Kwok CS, Gibbs S, Bennett C, Holland R, Abbott R",Cochrane,,"Skin,",Skin,cutaneous wart,,,,,,,,,
CD001798,Cochrane Systematic Review: Plasma exchange for Guillain-Barr_ syndrome,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001798,pending,Systematic_review,level 4,individual page on a site," Rapha_l JC, Chevret S, Hughes RA, Annane D",Cochrane,,"Neuromuscular Diseases,Guillain-Barre Syndrome,",Neuromuscular disease,Guillain-Barre syndrome,,,,,,,,,
CD001860,Cochrane Systematic Review: Antibiotics for trachoma,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001860,pending,Systematic_review,level 4,individual page on a site," Evans JR, Solomon AW",Cochrane,,"Trachoma,",Eyes and vision,trachoma,,,,,,,,,
CD001895,Cochrane Systematic Review: Progestogens with or without oestrogen for irregular uterine bleeding associated with anovulation,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001895,pending,Systematic_review,level 4,individual page on a site," Hickey M, Higham JM, Fraser I",Cochrane,,"Anovulation,Menorrhagia,",Menstrual disorders and subfertility,irregular uterine bleeding,anovulation,menorrhagia,,,,,,,
CD001904,Cochrane Systematic Review: Carbamazepine versus phenobarbitone monotherapy for epilepsy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001904,pending,Systematic_review,level 4,individual page on a site," Tudur Smith C, Marson AG, Williamson PR",Cochrane,,"Epilepsy,Epilepsy,Epilepsies, Partial,Epilepsy, Generalized,",Epilepsy,epilepsy,partial epilepsies,generalized epilepsy,,,,,,,
CD001905,Cochrane Systematic Review: Drug management for acute tonic-clonic convulsions including convulsive status epilepticus in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001905,pending,Systematic_review,level 4,individual page on a site," Appleton R, Macleod S, Martland T",Cochrane,,"Epilepsy,Status Epilepticus,Epilepsy, Tonic-Clonic,",Epilepsy,tonic-clonic convulsion,status epilepticus,tonic-clonic epilepsy,,,,,,,Status Epilepticus
CD001911,Cochrane Systematic Review: Carbamazepine versus phenytoin monotherapy for epilepsy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001911,pending,Systematic_review,level 4,individual page on a site," Tudur Smith C, Marson AG, Clough HE, Williamson PR",Cochrane,,"Epilepsy,Epilepsy,",Epilepsy,epilepsy,,,,,,,,,
CD001913,Cochrane Systematic Review: Neonatal screening for sickle cell disease,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001913,pending,Systematic_review,level 4,individual page on a site," Lees CM, Davies S, Dezateux C",Cochrane,,"Anemia,",Cystic fibrosis and genetic disorders,sickle cell disease,anemia,,,,,,,,
CD001915,Cochrane Systematic Review: Inhaled corticosteroids for cystic fibrosis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001915,pending,Systematic_review,level 4,individual page on a site," Balfour-Lynn IM, Welch K",Cochrane,,"Cystic Fibrosis,",Cystic fibrosis and genetic disorders,cystic fibrosis,,,,,,,,,
CD001917,Cochrane Systematic Review: Home versus hospital intravenous antibiotic therapy for cystic fibrosis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001917,pending,Systematic_review,level 4,individual page on a site," Balaguer A, Gonz_lez de Dios J",Cochrane,,"Cystic Fibrosis,",Cystic fibrosis and genetic disorders,cystic fibrosis,respiratory tract infection,,,,,,,,
CD001933,Cochrane Systematic Review: Interventions for ear discharge associated with grommets (ventilation tubes),http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001933,pending,Systematic_review,level 4,individual page on a site," Vaile L, Williamson T, Waddell A, Taylor G",Cochrane,,"Otitis Media, Suppurative,Tympanic Membrane Perforation,",ENT,ear discharge,cerebrospinal fluid,otorrhea,suppurative otitis media,tympanic membrane perforation,,,,,
CD001935,Cochrane Systematic Review: Oral or topical nasal steroids for hearing loss associated with otitis media with effusion in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001935,pending,Systematic_review,level 4,individual page on a site," Simpson SA, Lewis R, van der Voort J, Butler CC",Cochrane,,"Hearing Loss,Otitis Media with Effusion,Deafness,",ENT,hearing loss,otitis media with effusion,deafness,,,,,,,
CD001996,Cochrane Systematic Review: Vitamin A supplementation during pregnancy,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD001996,pending,Systematic_review,level 4,individual page on a site," van den Broek N, Kulier R, G_lmezoglu AM, Villar J",Cochrane,,"Pregnancy,",Pregnancy and childbirth,pregnancy,,,,,,,,,
CD002009,Cochrane Systematic Review: Once-daily versus multiple-daily dosing with intravenous aminoglycosides for cystic fibrosis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002009,pending,Systematic_review,level 4,individual page on a site," Smyth AR, Bhatt J",Cochrane,,"Cystic Fibrosis,Pseudomonas Infections,",Cystic fibrosis and genetic disorders,cystic fibrosis,pseudomonas infection,,,,,,,,
CD002040,Cochrane Systematic Review: Stimulant laxatives for constipation and soiling in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002040,pending,Systematic_review,level 4,individual page on a site," Price KJ, Elliott TM. What is the role of stimulant laxatives in the
management of childhood constipation and soiling?. Cochrane Database Syst Rev.
2001;(3):CD002040. Review. PubMed PMID: 11687009.",Cochrane,,"Constipation,",IBD,constipation,soiling,,,,,,,,
CD002063,Cochrane Systematic Review: Intravenous immunoglobulin for Guillain-Barr_ syndrome,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002063,pending,Systematic_review,level 4,individual page on a site," Hughes RA, Swan AV, van Doorn PA",Cochrane,,"Neuromuscular Diseases,Guillain-Barre Syndrome,",Neuromuscular disease,Guillain-Barre syndrome,,,,,,,,,
CD002106,Cochrane Systematic Review: Dressings for superficial and partial thickness burns,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002106,pending,Systematic_review,level 4,individual page on a site," Wasiak J, Cleland H, Campbell F, Spinks A",Cochrane,,"Burns,",Wounds,superficial burn,partial thickness burn,burn,,,,,,,
CD002112,Cochrane Systematic Review: Desmopressin for nocturnal enuresis in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002112,pending,Systematic_review,level 4,individual page on a site," Glazener CM, Evans JH. Desmopressin for nocturnal enuresis in children.
Cochrane Database Syst Rev. 2002;(3):CD002112. Review. PubMed PMID: 12137645.


3: Glazener CM, Evans JH. Desmopressin for nocturnal enuresis in children.
Cochrane Database Syst Rev. 2000;(2):CD002112.",Cochrane,,"Nocturnal Enuresis,Enuresis,",incontinence,nocturnal enuresis,enuresis,,,,,,,,
CD002117,Cochrane Systematic Review: Tricyclic and related drugs for nocturnal enuresis in children,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002117,pending,Systematic_review,level 4,individual page on a site," Glazener CM, Evans JH, Peto RE. Tricyclic and related drugs for nocturnal
enuresis in children. Cochrane Database Syst Rev. 2003;(3):CD002117. Review.
PubMed PMID: 12917922.


3: Glazener CM, Evans JH. Tricyclic and related drugs for nocturnal enuresis in
children. Cochrane Databas",Cochrane,,"Nocturnal Enuresis,Enuresis,",incontinence,nocturnal enuresis,enuresis,,,,,,,,
CD002151,Cochrane Systematic Review: Antipyretic measures for treating fever in malaria,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002151,pending,Systematic_review,level 4,individual page on a site," Meremikwu MM, Odigwe CC, Akudo Nwagbara B, Udoh EE",Cochrane,,"Communicable Diseases,Malaria,Fever,Parasitemia,",Infectious diseases,malaria,fever,parasitemia,,,,,,,
CD002201,Cochrane Systematic Review: Omega-3 fatty acids for cystic fibrosis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002201,pending,Systematic_review,level 4,individual page on a site," Oliver C, Watson H",Cochrane,,"Cystic Fibrosis,",Cystic fibrosis and genetic disorders,cystic fibrosis,,,,,,,,,
CD002203,Cochrane Systematic Review: Macrolide antibiotics for cystic fibrosis,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002203,pending,Systematic_review,level 4,individual page on a site," Southern KW, Barker PM, Solis-Moya A, Patel L",Cochrane,,"Cystic Fibrosis,Bacterial Infections,Pseudomonas Infections,",Cystic fibrosis and genetic disorders,cystic fibrosis,bacterial infection,pseudomonas infection,,,,,,,
CD002217,Cochrane Systematic Review: Phenobarbitone versus phenytoin monotherapy for partial onset seizures and generalised onset tonic-clonic seizures,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002217,pending,Systematic_review,level 4,individual page on a site," Nolan SJ, Tudur Smith C, Pulman J, Marson AG",Cochrane,,"Epilepsy,",Epilepsy,partial onset seizure,generalized onset tonic-clonic seizure,,,,,,,,
CD002238,Cochrane Systematic Review: Drugs for nocturnal enuresis in children (other than desmopressin and tricyclics),http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002238,pending,Systematic_review,level 4,individual page on a site," Deshpande AV, Caldwell PH, Sureshkumar P",Cochrane,,"Nocturnal Enuresis,",incontinence,nocturnal enuresis,,,,,,,,,
CD002242,Cochrane Systematic Review: Antibiotic treatment for travellers' diarrhoea,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002242,pending,Systematic_review,level 4,individual page on a site," De Bruyn G, Hahn S, Borwick A. Antibiotic treatment for travellers' diarrhoea.
Cochrane Database Syst Rev. 2000;(3):CD002242. Review. PubMed PMID: 10908534.",Cochrane,,"Communicable Diseases,Acute Disease,Diarrhea,",Infectious diseases,travellers' diarrhoea,acute disease,diarrhea,,,,,,,
CD002243,Cochrane Systematic Review: Corticosteroids for treating severe sepsis and septic shock,http://www.ncbi.nlm.nih.gov/pubmed/?term=CD002243,pending,Systematic_review,level 4,individual page on a site," Annane D, Bellissant E, Bollaert PE, Briegel J, Keh D, Kupfer Y.
Corticosteroids for treating severe sepsis and septic shock. Cochrane Database
Syst Rev. 2004;(1):CD002243. Review. PubMed PMID: 14973984.",Cochrane,,"Anesthesia,Shock, Septic,",Anaesthesia,severe sepsis,septic shock,,,,,,,,Sepsis
